Lat;Lon;Sats;X;Y
-21.7615103;-41.3369285;12;7.983;2.087
-21.7615108;-41.3369288;12;7.948;2.031
-21.7615108;-41.3369288;12;7.948;2.031
-21.7615112;-41.3369288;12;7.948;1.994
-21.7615112;-41.3369288;12;7.948;1.994
-21.7615117;-41.3369288;12;7.948;1.938
-21.7615117;-41.3369288;12;7.948;1.938
-21.7615120;-41.3369285;12;7.983;1.901
-21.7615120;-41.3369285;12;7.983;1.901
-21.7615123;-41.3369287;12;7.966;1.864
-21.7615123;-41.3369287;12;7.966;1.864
-21.7615127;-41.3369283;12;8.000;1.827
-21.7615127;-41.3369283;12;8.000;1.827
-21.7615138;-41.3369283;12;8.000;1.698
-21.7615138;-41.3369283;12;8.000;1.698
-21.7615153;-41.3369290;12;7.931;1.531
-21.7615153;-41.3369290;12;7.931;1.531
-21.7615165;-41.3369293;12;7.897;1.401
-21.7615165;-41.3369293;12;7.897;1.401
-21.7615177;-41.3369298;12;7.845;1.271
-21.7615177;-41.3369298;12;7.845;1.271
-21.7615180;-41.3369298;12;7.845;1.234
-21.7615180;-41.3369298;12;7.845;1.234
-21.7615185;-41.3369300;12;7.828;1.179
-21.7615185;-41.3369300;12;7.828;1.179
-21.7615193;-41.3369302;12;7.811;1.086
-21.7615193;-41.3369302;12;7.811;1.086
-21.7615202;-41.3369305;12;7.776;0.993
-21.7615202;-41.3369305;12;7.776;0.993
-21.7615208;-41.3369307;12;7.759;0.919
-21.7615208;-41.3369307;12;7.759;0.919
-21.7615207;-41.3369302;12;7.811;0.938
-21.7615207;-41.3369302;12;7.811;0.938
-21.7615215;-41.3369307;12;7.759;0.845
-21.7615215;-41.3369307;12;7.759;0.845
-21.7615225;-41.3369308;12;7.742;0.734
-21.7615225;-41.3369308;12;7.742;0.734
-21.7615235;-41.3369310;12;7.725;0.623
-21.7615235;-41.3369310;12;7.725;0.623
-21.7615245;-41.3369310;12;7.725;0.512
-21.7615245;-41.3369310;12;7.725;0.512
-21.7615255;-41.3369315;12;7.673;0.400
-21.7615255;-41.3369315;12;7.673;0.400
-21.7615267;-41.3369318;12;7.639;0.271
-21.7615267;-41.3369318;12;7.639;0.271
-21.7615272;-41.3369318;12;7.639;0.215
-21.7615272;-41.3369318;12;7.639;0.215
-21.7615280;-41.3369322;12;7.604;0.122
-21.7615280;-41.3369322;12;7.604;0.122
-21.7615290;-41.3369325;12;7.570;0.011
-21.7615290;-41.3369325;12;7.570;0.011
-21.7615293;-41.3369323;12;7.587;-0.026
-21.7615293;-41.3369323;12;7.587;-0.026
-21.7615303;-41.3369325;12;7.570;-0.137
-21.7615303;-41.3369325;12;7.570;-0.137
-21.7615315;-41.3369330;12;7.518;-0.267
-21.7615315;-41.3369330;12;7.518;-0.267
-21.7615327;-41.3369332;12;7.501;-0.397
-21.7615327;-41.3369332;12;7.501;-0.397
-21.7615338;-41.3369335;12;7.466;-0.526
-21.7615338;-41.3369335;12;7.466;-0.526
-21.7615352;-41.3369338;12;7.432;-0.675
-21.7615352;-41.3369338;12;7.432;-0.675
-21.7615365;-41.3369343;12;7.380;-0.823
-21.7615365;-41.3369343;12;7.380;-0.823
-21.7615373;-41.3369347;12;7.346;-0.915
-21.7615373;-41.3369347;12;7.346;-0.915
-21.7615370;-41.3369343;12;7.380;-0.878
-21.7615370;-41.3369343;12;7.380;-0.878
-21.7615375;-41.3369342;12;7.398;-0.934
-21.7615375;-41.3369342;12;7.398;-0.934
-21.7615375;-41.3369342;12;7.398;-0.934
-21.7615375;-41.3369342;12;7.398;-0.934
-21.7615375;-41.3369338;12;7.432;-0.934
-21.7615375;-41.3369338;12;7.432;-0.934
-21.7615370;-41.3369340;12;7.415;-0.878
-21.7615370;-41.3369340;12;7.415;-0.878
-21.7615367;-41.3369340;12;7.415;-0.841
-21.7615367;-41.3369340;12;7.415;-0.841
-21.7615367;-41.3369338;12;7.432;-0.841
-21.7615367;-41.3369338;12;7.432;-0.841
-21.7615365;-41.3369337;12;7.449;-0.823
-21.7615365;-41.3369337;12;7.449;-0.823
-21.7615377;-41.3369338;12;7.432;-0.953
-21.7615377;-41.3369338;12;7.432;-0.953
-21.7615385;-41.3369338;12;7.432;-1.045
-21.7615385;-41.3369338;12;7.432;-1.045
-21.7615398;-41.3369345;12;7.363;-1.193
-21.7615398;-41.3369345;12;7.363;-1.193
-21.7615400;-41.3369343;12;7.380;-1.212
-21.7615400;-41.3369343;12;7.380;-1.212
-21.7615403;-41.3369342;12;7.398;-1.249
-21.7615403;-41.3369342;12;7.398;-1.249
-21.7615403;-41.3369342;12;7.398;-1.249
-21.7615403;-41.3369342;12;7.398;-1.249
-21.7615408;-41.3369343;12;7.380;-1.305
-21.7615408;-41.3369343;12;7.380;-1.305
-21.7615410;-41.3369343;12;7.380;-1.323
-21.7615410;-41.3369343;12;7.380;-1.323
-21.7615410;-41.3369340;12;7.415;-1.323
-21.7615410;-41.3369340;12;7.415;-1.323
-21.7615415;-41.3369342;12;7.398;-1.379
-21.7615415;-41.3369342;12;7.398;-1.379
-21.7615422;-41.3369340;12;7.415;-1.453
-21.7615422;-41.3369340;12;7.415;-1.453
-21.7615427;-41.3369338;12;7.432;-1.509
-21.7615427;-41.3369338;12;7.432;-1.509
-21.7615433;-41.3369342;12;7.398;-1.583
-21.7615433;-41.3369342;12;7.398;-1.583
-21.7615432;-41.3369338;12;7.432;-1.564
-21.7615432;-41.3369338;12;7.432;-1.564
-21.7615450;-41.3369342;12;7.398;-1.768
-21.7615450;-41.3369342;12;7.398;-1.768
-21.7615453;-41.3369340;12;7.415;-1.805
-21.7615453;-41.3369340;12;7.415;-1.805
-21.7615465;-41.3369342;12;7.398;-1.935
-21.7615465;-41.3369342;12;7.398;-1.935
-21.7615472;-41.3369338;12;7.432;-2.009
-21.7615472;-41.3369338;12;7.432;-2.009
-21.7615478;-41.3369335;12;7.466;-2.083
-21.7615478;-41.3369335;12;7.466;-2.083
-21.7615480;-41.3369330;12;7.518;-2.102
-21.7615480;-41.3369330;12;7.518;-2.102
-21.7615485;-41.3369327;12;7.552;-2.157
-21.7615485;-41.3369327;12;7.552;-2.157
-21.7615480;-41.3369320;12;7.621;-2.102
-21.7615480;-41.3369320;12;7.621;-2.102
-21.7615487;-41.3369318;12;7.639;-2.176
-21.7615487;-41.3369318;12;7.639;-2.176
-21.7615495;-41.3369315;12;7.673;-2.268
-21.7615495;-41.3369315;12;7.673;-2.268
-21.7615497;-41.3369315;12;7.673;-2.287
-21.7615497;-41.3369315;12;7.673;-2.287
-21.7615507;-41.3369312;12;7.707;-2.398
-21.7615507;-41.3369312;12;7.707;-2.398
-21.7615510;-41.3369310;12;7.725;-2.435
-21.7615510;-41.3369310;12;7.725;-2.435
-21.7615513;-41.3369313;12;7.690;-2.472
-21.7615513;-41.3369313;12;7.690;-2.472
-21.7615520;-41.3369310;12;7.725;-2.546
-21.7615520;-41.3369310;12;7.725;-2.546
-21.7615530;-41.3369303;12;7.794;-2.658
-21.7615530;-41.3369303;12;7.794;-2.658
-21.7615533;-41.3369297;12;7.862;-2.695
-21.7615533;-41.3369297;12;7.862;-2.695
-21.7615535;-41.3369292;12;7.914;-2.713
-21.7615535;-41.3369292;12;7.914;-2.713
-21.7615538;-41.3369287;12;7.966;-2.750
-21.7615538;-41.3369287;12;7.966;-2.750
-21.7615547;-41.3369283;12;8.000;-2.843
-21.7615547;-41.3369283;12;8.000;-2.843
-21.7615548;-41.3369272;12;8.120;-2.861
-21.7615548;-41.3369272;12;8.120;-2.861
-21.7615555;-41.3369267;12;8.172;-2.936
-21.7615555;-41.3369267;12;8.172;-2.936
-21.7615568;-41.3369260;12;8.241;-3.084
-21.7615568;-41.3369260;12;8.241;-3.084
-21.7615572;-41.3369248;12;8.362;-3.121
-21.7615572;-41.3369248;12;8.362;-3.121
-21.7615578;-41.3369243;12;8.413;-3.195
-21.7615578;-41.3369243;12;8.413;-3.195
-21.7615587;-41.3369237;12;8.482;-3.288
-21.7615587;-41.3369237;12;8.482;-3.288
-21.7615595;-41.3369225;12;8.602;-3.380
-21.7615595;-41.3369225;12;8.602;-3.380
-21.7615602;-41.3369225;12;8.602;-3.454
-21.7615602;-41.3369225;12;8.602;-3.454
-21.7615605;-41.3369220;12;8.654;-3.491
-21.7615605;-41.3369220;12;8.654;-3.491
