Lat;Lon;Sats;X;Y
-21.7615447;-41.3369505;12;12.307;3.867
-21.7615447;-41.3369505;12;12.307;3.867
-21.7615460;-41.3369503;12;12.324;3.718
-21.7615460;-41.3369503;12;12.324;3.718
-21.7615470;-41.3369505;12;12.307;3.607
-21.7615470;-41.3369505;12;12.307;3.607
-21.7615482;-41.3369505;12;12.307;3.477
-21.7615482;-41.3369505;12;12.307;3.477
-21.7615497;-41.3369508;12;12.272;3.311
-21.7615497;-41.3369508;12;12.272;3.311
-21.7615510;-41.3369510;12;12.255;3.162
-21.7615510;-41.3369510;12;12.255;3.162
